count,timestamp,vane,wing,roll,pitch,yaw,lat,lon,speed,drag,lift,thrust,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,hours,min,sec
0,33616284,-170.5,0.0,-0.0,-0.1,335.1,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.09,0.65,-0.42,55,67,247
1,33616381,-170.5,0.0,-0.0,-0.2,335.2,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.09,0.58,-0.49,55,67,247
2,33616479,-170.5,0.0,-0.1,-0.2,335.3,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.02,0.58,-0.42,55,67,247
3,33616576,-170.5,0.0,-0.2,-0.2,335.2,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.09,0.65,-0.42,55,67,247
4,33616673,-170.5,0.0,-0.2,-0.3,335.1,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.02,0.65,-0.42,55,67,247
5,33616771,-170.5,0.0,-0.3,-0.3,335.1,0.000000,0.000000,0.00,0.0,0.0,1.2,0.01,-0.00,1.00,-0.09,0.65,-0.49,55,67,247
6,33616868,-170.5,0.0,-0.2,-0.3,335.1,0.000000,0.000000,0.00,0.0,0.0,1.2,0.01,-0.00,1.00,-0.09,0.65,-0.49,55,67,247
7,33616965,-170.5,0.0,-0.2,-0.3,335.0,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.09,0.65,-0.42,55,67,247
8,33617063,-170.5,0.0,-0.1,-0.2,335.1,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.09,0.65,-0.49,55,67,247
9,33617160,-170.5,0.0,-0.1,-0.2,335.1,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.02,0.58,-0.42,55,67,247
10,33617257,-170.5,0.0,-0.1,-0.2,335.1,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.09,0.65,-0.42,55,67,247
11,33617355,-170.5,0.0,-0.2,-0.2,335.2,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.02,0.58,-0.49,55,67,247
12,33617452,-170.5,0.0,-0.1,-0.2,335.2,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.09,0.58,-0.42,55,67,247
13,33617550,-170.5,0.0,-0.3,-0.3,335.0,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.09,0.65,-0.42,55,67,247
14,33617647,-170.5,0.0,-0.4,-0.3,334.9,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.16,0.65,-0.42,55,67,247
15,33617744,-170.5,0.0,-0.4,-0.3,334.8,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.02,0.65,-0.42,55,67,247
16,33617842,-170.5,0.0,-0.3,-0.3,334.7,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.09,0.58,-0.49,55,67,247
17,33617939,-170.5,0.0,-0.3,-0.3,334.6,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.02,0.65,-0.49,55,67,247
18,33618036,-170.5,0.0,-0.2,-0.2,334.6,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.09,0.65,-0.35,55,67,247
19,33618134,-170.5,0.0,-0.2,-0.3,334.5,0.000000,0.000000,0.00,0.0,0.0,1.2,0.01,-0.00,1.00,-0.16,0.65,-0.42,55,67,247
20,33618231,-170.5,0.0,-0.2,-0.3,334.5,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.09,0.65,-0.49,55,67,247
21,33618328,-170.5,0.0,-0.2,-0.3,334.5,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.09,0.65,-0.56,55,67,247
22,33618426,-170.5,0.0,-0.2,-0.2,334.5,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.02,0.65,-0.49,55,67,247
23,33618523,-170.5,0.0,-0.2,-0.2,334.5,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.02,0.58,-0.42,55,67,247
24,33618621,-170.5,0.0,-0.2,-0.2,334.4,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.09,0.58,-0.49,55,67,247
25,33618718,-170.5,0.0,-0.2,-0.2,334.4,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.02,0.58,-0.42,55,67,247
26,33618815,-170.5,0.0,-0.2,-0.2,334.4,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.02,0.72,-0.42,55,67,247
27,33618913,-170.5,0.0,-0.2,-0.2,334.3,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.09,0.65,-0.49,55,67,247
28,33619010,-170.5,0.0,-0.0,-0.2,334.5,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.02,0.65,-0.49,55,67,247
29,33619107,-170.5,0.0,0.0,-0.1,334.8,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.02,0.65,-0.49,55,67,247
30,33619205,-170.5,0.0,0.1,-0.1,335.0,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.09,0.65,-0.42,55,67,247
31,33619302,-170.5,0.0,0.0,-0.1,335.2,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.02,0.65,-0.49,55,67,247
32,33619399,-170.5,0.0,-0.0,-0.1,335.3,0.000000,0.000000,0.00,0.0,0.0,1.2,0.01,-0.00,1.00,-0.02,0.65,-0.42,55,67,247
33,33619497,-170.5,0.0,-0.2,-0.2,335.3,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.09,0.65,-0.42,55,67,247
34,33619594,-170.5,0.0,-0.3,-0.3,335.1,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.09,0.58,-0.49,55,67,247
35,33619691,-170.5,0.0,-0.4,-0.3,334.9,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.16,0.65,-0.35,55,67,247
36,33619789,-170.5,0.0,-0.4,-0.3,334.8,0.000000,0.000000,0.00,0.0,0.0,1.2,0.00,-0.00,1.00,-0.02,0.65,-0.42,55,67,247
