count,timestamp,vane,wing,roll,pitch,yaw,lat,lon,speed,drag,lift,thrust,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,hours,min,sec
0,2779482,-168.6,0.0,0.1,0.5,180.7,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.21,-0.07,55,67,247
1,2779579,-168.6,0.0,0.1,0.5,180.7,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.14,55,67,247
2,2779677,-168.6,0.0,0.1,0.5,180.8,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.07,55,67,247
3,2779774,-168.6,0.0,0.1,0.5,180.8,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.07,55,67,247
4,2779871,-168.6,0.0,0.1,0.5,180.8,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.14,55,67,247
5,2779969,-168.6,0.0,0.1,0.5,180.8,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.21,-0.14,55,67,247
6,2780066,-168.6,0.0,0.1,0.5,180.7,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.21,-0.14,55,67,247
7,2780163,-168.6,0.0,0.1,0.5,180.7,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,-0.00,1.00,0.14,-0.21,-0.07,55,67,247
8,2780261,-168.6,0.0,0.1,0.5,180.7,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.14,55,67,247
9,2780358,-168.6,0.0,0.1,0.5,180.8,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.14,-0.07,55,67,247
10,2780455,-168.6,0.0,0.1,0.5,180.8,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.07,-0.21,-0.07,55,67,247
11,2780553,-168.6,0.0,0.1,0.5,180.8,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.28,-0.07,55,67,247
12,2780650,-168.6,0.0,0.1,0.5,180.8,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.07,55,67,247
13,2780748,-168.6,0.0,0.1,0.5,180.8,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.14,55,67,247
14,2780845,-168.6,0.0,0.1,0.5,180.8,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.28,-0.07,55,67,247
15,2780942,-168.6,0.0,0.1,0.5,180.8,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.14,-0.07,55,67,247
16,2781040,-168.6,0.0,0.1,0.5,180.8,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.14,-0.14,55,67,247
17,2781137,-168.6,0.0,0.1,0.5,180.8,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,-0.00,1.00,0.14,-0.21,-0.07,55,67,247
18,2781234,-168.6,0.0,0.1,0.5,180.8,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.07,-0.21,-0.07,55,67,247
19,2781332,-168.6,0.0,0.1,0.5,180.8,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.21,-0.14,55,67,247
20,2781429,-168.6,0.0,0.1,0.5,180.8,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,0.00,55,67,247
