count,timestamp,vane,wing,roll,pitch,yaw,lat,lon,speed,drag,lift,thrust,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,hours,min,sec
0,2846029,-168.6,0.0,0.1,0.5,180.6,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,-0.00,1.00,0.14,-0.21,0.00,55,67,247
1,2846127,-168.6,0.0,0.1,0.5,180.6,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.21,-0.14,55,67,247
2,2846224,-168.6,0.0,0.1,0.5,180.6,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,-0.00,1.00,0.14,-0.21,-0.14,55,67,247
3,2846321,-168.6,0.0,0.1,0.5,180.6,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.21,-0.07,55,67,247
4,2846419,-168.6,0.0,0.1,0.5,180.7,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,-0.00,1.00,0.14,-0.28,-0.14,55,67,247
5,2846516,-168.6,0.0,0.1,0.5,180.7,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.28,-0.07,55,67,247
6,2846613,-168.6,0.0,0.1,0.5,180.7,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.07,-0.21,-0.07,55,67,247
7,2846711,-168.6,0.0,0.1,0.5,180.7,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.01,0.21,-0.21,-0.14,55,67,247
8,2846808,-168.6,0.0,0.1,0.5,180.7,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.14,-0.07,55,67,247
9,2846906,-168.6,0.0,0.1,0.5,180.7,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.07,-0.21,-0.07,55,67,247
10,2847003,-168.6,0.0,0.1,0.5,180.7,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.14,-0.07,55,67,247
