count,timestamp,vane,wing,roll,pitch,yaw,lat,lon,speed,drag,lift,thrust,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,hours,min,sec
0,2853039,-168.6,0.0,0.2,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.21,-0.07,55,67,247
1,2853137,-168.6,0.0,0.2,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.07,-0.21,-0.14,55,67,247
2,2853234,-168.6,0.0,0.2,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.07,55,67,247
3,2853332,-168.6,0.0,0.2,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.14,55,67,247
4,2853429,-168.6,0.0,0.2,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.01,0.14,-0.14,-0.14,55,67,247
5,2853526,-168.6,0.0,0.2,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.07,55,67,247
6,2853624,-168.6,0.0,0.2,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.21,0.00,55,67,247
7,2853721,-168.6,0.0,0.2,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.07,55,67,247
8,2853818,-168.6,0.0,0.2,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.14,-0.07,55,67,247
9,2853916,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.07,-0.14,-0.07,55,67,247
10,2854013,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.07,55,67,247
11,2854110,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.07,55,67,247
12,2854208,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.14,55,67,247
13,2854305,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.28,-0.14,-0.07,55,67,247
14,2854403,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.07,55,67,247
15,2854500,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.07,55,67,247
16,2854597,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.14,55,67,247
17,2854695,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.21,-0.07,55,67,247
18,2854792,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.14,-0.14,55,67,247
19,2854889,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.14,-0.07,55,67,247
20,2854987,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.14,0.00,55,67,247
21,2855084,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,-0.00,1.00,0.07,-0.21,0.00,55,67,247
22,2855181,-168.6,0.0,0.1,0.5,180.4,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.14,-0.07,55,67,247
23,2855279,-168.6,0.0,0.1,0.5,180.4,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.14,-0.07,55,67,247
24,2855376,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.01,0.14,-0.14,-0.07,55,67,247
25,2855473,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,-0.00,1.01,0.14,-0.28,-0.14,55,67,247
26,2855571,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.14,-0.07,55,67,247
27,2855668,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.14,55,67,247
28,2855766,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.21,-0.07,55,67,247
29,2855863,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.14,-0.07,55,67,247
30,2855960,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.14,-0.07,55,67,247
31,2856058,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.14,-0.14,55,67,247
32,2856155,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.14,55,67,247
33,2856252,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.21,-0.07,55,67,247
34,2856350,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.14,-0.14,55,67,247
35,2856447,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.01,0.21,-0.21,-0.14,55,67,247
36,2856544,-168.6,0.0,0.1,0.5,180.5,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.01,0.21,-0.14,0.00,55,67,247
