count,timestamp,vane,wing,roll,pitch,yaw,lat,lon,speed,drag,lift,thrust,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,hours,min,sec
0,15614736,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.14,-0.07,55,67,247
1,15614833,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.14,-0.14,55,67,247
2,15614931,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,-0.00,1.00,0.14,-0.21,-0.07,55,67,247
3,15615028,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.14,55,67,247
4,15615125,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.07,55,67,247
5,15615223,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.14,-0.14,55,67,247
6,15615320,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.14,55,67,247
7,15615417,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.14,-0.14,55,67,247
8,15615515,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.14,-0.07,55,67,247
9,15615612,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.28,0.00,55,67,247
10,15615710,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.14,-0.07,55,67,247
11,15615807,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.28,-0.07,55,67,247
12,15615904,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.21,-0.14,55,67,247
13,15616002,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,-0.00,1.00,0.07,-0.28,-0.07,55,67,247
14,15616099,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.07,-0.21,-0.14,55,67,247
15,15616196,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.07,-0.14,-0.07,55,67,247
16,15616294,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.14,-0.07,55,67,247
17,15616391,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.28,-0.07,55,67,247
18,15616488,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.28,-0.07,55,67,247
19,15616586,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.14,-0.07,55,67,247
20,15616683,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,-0.00,1.00,0.14,-0.21,-0.14,55,67,247
21,15616781,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.14,-0.14,55,67,247
22,15616878,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,-0.00,1.00,0.14,-0.21,-0.14,55,67,247
23,15616975,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.21,-0.07,55,67,247
24,15617073,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.14,55,67,247
25,15617170,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.21,-0.14,55,67,247
26,15617267,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.14,0.00,55,67,247
27,15617365,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.07,-0.21,-0.07,55,67,247
28,15617462,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.28,-0.07,55,67,247
29,15617559,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.14,-0.14,55,67,247
30,15617657,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.14,-0.21,-0.14,55,67,247
31,15617754,-168.6,0.0,0.1,0.5,181.3,0.000000,0.000000,0.00,0.0,0.0,1.2,-0.01,0.00,1.00,0.21,-0.21,-0.07,55,67,247
